term_str,n,p,i,n_chars,max_pos,n_pos,stop,p_stem,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
feces,1,1.7180790364462978e-07,22.47270025819713,5,NNS,1,0,fece,0,0,1,0,0,1,0,0,0,0,-1
originality,1,1.7180790364462978e-07,22.47270025819713,11,NN,1,0,origin,0,0,0,0,0,0,1,0,1,0,1
fanfare,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,fanfar,0,1,0,0,1,0,1,0,1,0,1
brigade,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,brigad,0,0,0,1,0,1,0,0,0,0,-1
cough,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,cough,0,0,1,0,0,1,0,0,0,0,-1
bout,1,1.7180790364462978e-07,22.47270025819713,4,IN,1,0,bout,1,0,0,0,0,1,0,0,0,0,-1
erratic,1,1.7180790364462978e-07,22.47270025819713,7,JJ,1,0,errat,0,0,0,0,0,1,0,0,1,0,-1
wail,1,1.7180790364462978e-07,22.47270025819713,4,NN,1,0,wail,0,0,0,1,0,1,0,1,0,0,-1
marshal,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,marshal,0,0,0,0,0,0,1,0,0,1,1
runaway,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,runaway,0,0,0,0,0,1,0,1,0,0,-1
recidivism,1,1.7180790364462978e-07,22.47270025819713,10,NN,1,0,recidiv,1,0,1,0,0,1,0,1,0,0,-1
endangered,1,1.7180790364462978e-07,22.47270025819713,10,VBD,1,0,endang,0,0,0,1,0,1,0,0,0,0,-1
appendicitis,1,1.7180790364462978e-07,22.47270025819713,12,NN,1,0,append,0,0,0,1,0,1,0,1,0,0,-1
spasm,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,spasm,0,0,0,1,0,1,0,0,0,0,-1
glow,1,1.7180790364462978e-07,22.47270025819713,4,JJ,1,0,glow,0,1,0,0,1,0,1,0,0,1,1
infertility,1,1.7180790364462978e-07,22.47270025819713,11,NN,1,0,infertil,0,0,0,0,0,1,0,1,0,0,-1
proctor,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,proctor,0,0,0,0,0,0,1,0,0,1,1
mislead,1,1.7180790364462978e-07,22.47270025819713,7,VB,1,0,mislead,1,0,0,1,0,1,0,0,0,1,-1
football,1,1.7180790364462978e-07,22.47270025819713,8,NN,1,0,footbal,0,1,0,0,1,0,1,0,0,0,1
alienation,1,1.7180790364462978e-07,22.47270025819713,10,NN,1,0,alien,1,0,1,1,0,1,0,1,0,0,-1
feat,1,1.7180790364462978e-07,22.47270025819713,4,NN,1,0,feat,0,1,0,0,1,0,1,0,1,0,1
overpowering,1,1.7180790364462978e-07,22.47270025819713,12,VBG,1,0,overpow,1,0,0,1,0,1,0,0,0,0,-1
award,1,1.7180790364462978e-07,22.47270025819713,5,VBP,1,0,award,0,1,0,0,1,0,1,0,1,1,1
nausea,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,nausea,0,0,1,0,0,1,0,0,0,0,-1
caution,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,caution,1,1,0,1,0,1,0,0,0,0,-1
misguided,1,1.7180790364462978e-07,22.47270025819713,9,VBN,1,0,misguid,0,0,1,0,0,1,0,0,0,0,-1
demise,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,demis,0,0,0,1,0,1,0,1,0,0,-1
entertain,1,1.7180790364462978e-07,22.47270025819713,9,VB,1,0,entertain,0,0,0,0,1,0,1,0,0,0,1
frustrate,1,1.7180790364462978e-07,22.47270025819713,9,VB,1,0,frustrat,1,0,1,0,0,1,0,1,0,0,-1
occupant,1,1.7180790364462978e-07,22.47270025819713,8,NN,1,0,occup,0,0,0,0,0,0,1,0,0,1,1
hurting,1,1.7180790364462978e-07,22.47270025819713,7,VBG,1,0,hurt,1,0,0,1,0,1,0,1,0,0,-1
linguist,1,1.7180790364462978e-07,22.47270025819713,8,NN,1,0,linguist,0,0,0,0,0,0,1,0,0,1,1
pretty,1,1.7180790364462978e-07,22.47270025819713,6,RB,1,0,pretti,0,1,0,0,1,0,1,0,0,1,1
unpleasant,1,1.7180790364462978e-07,22.47270025819713,10,JJ,1,0,unpleas,0,0,1,0,0,1,0,1,0,0,-1
stark,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,stark,0,0,0,0,0,1,0,0,0,1,-1
thief,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,thief,1,0,1,1,0,1,0,1,1,0,-1
nun,1,1.7180790364462978e-07,22.47270025819713,3,JJ,1,0,nun,0,0,0,0,0,1,0,0,0,1,-1
unsurpassed,1,1.7180790364462978e-07,22.47270025819713,11,JJ,1,0,unsurpass,0,1,0,1,1,0,1,0,0,1,1
injure,1,1.7180790364462978e-07,22.47270025819713,6,VB,1,0,injur,1,0,0,1,0,1,0,1,0,0,-1
radon,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,radon,0,0,0,1,0,1,0,0,0,0,-1
uncontrollable,1,1.7180790364462978e-07,22.47270025819713,14,JJ,1,0,uncontrol,1,1,0,0,0,1,0,0,1,0,-1
witch,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,witch,1,0,1,1,0,1,0,0,0,0,-1
constitutional,1,1.7180790364462978e-07,22.47270025819713,14,JJ,1,0,constitut,0,0,0,0,0,0,1,0,0,1,1
nap,1,1.7180790364462978e-07,22.47270025819713,3,NN,1,0,nap,0,0,0,0,1,0,1,0,0,0,1
disastrous,1,1.7180790364462978e-07,22.47270025819713,10,JJ,1,0,disastr,1,0,0,1,0,1,0,1,0,0,-1
defended,1,1.7180790364462978e-07,22.47270025819713,8,VBN,1,0,defend,0,0,0,0,0,0,1,0,0,1,1
thump,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,thump,1,0,0,0,0,1,0,0,0,0,-1
grandchildren,1,1.7180790364462978e-07,22.47270025819713,13,NN,1,0,grandchildren,0,1,0,0,1,0,1,0,0,1,1
involution,1,1.7180790364462978e-07,22.47270025819713,10,NN,1,0,involut,1,0,0,0,0,1,0,0,0,0,-1
patter,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,patter,1,0,0,0,0,1,0,0,0,0,-1
determinate,1,1.7180790364462978e-07,22.47270025819713,11,JJ,1,0,determin,0,1,0,0,0,0,0,0,0,1,0
pleasant,1,1.7180790364462978e-07,22.47270025819713,8,JJ,1,0,pleasant,0,1,0,0,1,0,1,0,1,1,1
blackness,1,1.7180790364462978e-07,22.47270025819713,9,NN,1,0,black,0,0,0,1,0,1,0,1,0,0,-1
laughing,1,1.7180790364462978e-07,22.47270025819713,8,JJ,1,0,laugh,0,0,0,0,1,0,1,0,0,0,1
distressed,1,1.7180790364462978e-07,22.47270025819713,10,JJ,1,0,distress,0,0,0,1,0,1,0,0,0,0,-1
frighten,1,1.7180790364462978e-07,22.47270025819713,8,VB,1,0,frighten,0,0,0,1,0,1,0,1,1,0,-1
obesity,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,obes,0,0,1,0,0,1,0,1,0,0,-1
love,1,1.7180790364462978e-07,22.47270025819713,4,VB,1,0,love,0,0,0,0,1,0,1,0,0,0,1
irritability,1,1.7180790364462978e-07,22.47270025819713,12,NN,1,0,irrit,1,0,0,0,0,1,0,0,0,0,-1
nurse,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,nurs,0,0,0,0,0,0,1,0,0,1,1
marriage,1,1.7180790364462978e-07,22.47270025819713,8,NN,1,0,marriag,0,1,0,0,1,0,1,0,0,1,1
truthfulness,1,1.7180790364462978e-07,22.47270025819713,12,NN,1,0,truth,0,0,0,0,0,0,1,0,0,1,1
aggravated,1,1.7180790364462978e-07,22.47270025819713,10,VBN,1,0,aggrav,1,0,0,0,0,1,0,0,0,0,-1
cripple,1,1.7180790364462978e-07,22.47270025819713,7,VB,1,0,crippl,0,0,0,1,0,1,0,1,0,0,-1
soothing,1,1.7180790364462978e-07,22.47270025819713,8,JJ,1,0,sooth,0,0,0,0,1,0,1,0,0,1,1
growling,1,1.7180790364462978e-07,22.47270025819713,8,NN,1,0,growl,1,0,1,1,0,1,0,0,0,0,-1
malevolent,1,1.7180790364462978e-07,22.47270025819713,10,NN,1,0,malevol,1,0,1,1,0,1,0,1,0,0,-1
secrecy,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,secreci,0,0,0,0,0,0,0,0,1,1,0
hut,1,1.7180790364462978e-07,22.47270025819713,3,NN,1,0,hut,0,0,0,0,0,0,1,1,0,0,1
punishing,1,1.7180790364462978e-07,22.47270025819713,9,VBG,1,0,punish,1,0,0,1,0,1,0,1,0,0,-1
midwife,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,midwif,0,1,0,0,1,1,1,0,0,1,0
ineffectual,1,1.7180790364462978e-07,22.47270025819713,11,JJ,1,0,ineffectu,0,0,1,0,0,1,0,0,0,0,-1
revive,1,1.7180790364462978e-07,22.47270025819713,6,VB,1,0,reviv,0,1,0,0,0,1,1,0,0,0,0
evacuate,1,1.7180790364462978e-07,22.47270025819713,8,VB,1,0,evacu,0,0,0,1,0,1,0,0,0,0,-1
attacking,1,1.7180790364462978e-07,22.47270025819713,9,VBG,1,0,attack,1,0,1,1,0,1,0,1,1,0,-1
frown,1,1.7180790364462978e-07,22.47270025819713,5,VBN,1,0,frown,0,0,0,0,0,1,0,1,0,0,-1
amusing,1,1.7180790364462978e-07,22.47270025819713,7,VBG,1,0,amus,0,0,0,0,1,0,1,0,0,0,1
pirate,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,pirat,1,0,0,0,0,1,0,0,0,0,-1
stealing,1,1.7180790364462978e-07,22.47270025819713,8,VBG,1,0,steal,0,0,1,1,0,1,0,0,0,0,-1
perennial,1,1.7180790364462978e-07,22.47270025819713,9,JJ,1,0,perenni,0,0,0,0,0,0,1,0,0,1,1
stagnant,1,1.7180790364462978e-07,22.47270025819713,8,NN,1,0,stagnant,0,0,0,0,0,1,0,1,0,0,-1
obliteration,1,1.7180790364462978e-07,22.47270025819713,12,NN,1,0,obliter,0,0,0,1,0,1,0,1,0,0,-1
raffle,1,1.7180790364462978e-07,22.47270025819713,6,VBP,1,0,raffl,0,1,0,0,0,0,0,0,1,0,0
invite,1,1.7180790364462978e-07,22.47270025819713,6,VB,1,0,invit,0,1,0,0,1,0,1,0,1,1,1
psychosis,1,1.7180790364462978e-07,22.47270025819713,9,NN,1,0,psychosi,1,0,0,1,0,1,0,1,0,0,-1
honesty,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,honesti,0,0,0,0,0,0,1,0,0,1,1
dishonesty,1,1.7180790364462978e-07,22.47270025819713,10,JJ,1,0,dishonesti,0,0,1,0,0,1,0,0,0,0,-1
slum,1,1.7180790364462978e-07,22.47270025819713,4,NN,1,0,slum,0,0,1,0,0,1,0,0,0,0,-1
rage,1,1.7180790364462978e-07,22.47270025819713,4,NN,1,0,rage,1,0,0,0,0,1,0,0,0,0,-1
disparaging,1,1.7180790364462978e-07,22.47270025819713,11,VBG,1,0,disparag,1,0,1,0,0,1,0,1,0,0,-1
fearful,1,1.7180790364462978e-07,22.47270025819713,7,JJ,1,0,fear,0,0,0,1,0,1,0,1,0,0,-1
excellence,1,1.7180790364462978e-07,22.47270025819713,10,NN,1,0,excel,0,0,1,0,1,0,1,0,0,1,1
elusive,1,1.7180790364462978e-07,22.47270025819713,7,JJ,1,0,elus,0,0,0,0,0,1,0,0,1,0,-1
cocaine,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,cocain,0,0,0,0,0,1,0,1,0,0,-1
demoralized,1,1.7180790364462978e-07,22.47270025819713,11,VBN,1,0,demor,0,0,0,1,0,1,0,1,0,0,-1
ashamed,1,1.7180790364462978e-07,22.47270025819713,7,JJ,1,0,asham,0,0,1,0,0,1,0,1,0,0,-1
elder,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,elder,0,0,0,0,0,0,1,0,0,1,1
unhealthy,1,1.7180790364462978e-07,22.47270025819713,9,JJ,1,0,unhealthi,0,0,1,1,0,1,0,1,0,0,-1
defend,1,1.7180790364462978e-07,22.47270025819713,6,VB,1,0,defend,0,0,0,1,0,0,1,0,0,0,1
agreeing,1,1.7180790364462978e-07,22.47270025819713,8,VBG,1,0,agre,0,0,0,0,0,0,1,0,0,1,1
worry,1,1.7180790364462978e-07,22.47270025819713,5,VB,1,0,worri,0,1,0,1,0,1,0,1,0,0,-1
setback,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,setback,0,0,0,0,0,1,0,1,0,0,-1
curable,1,1.7180790364462978e-07,22.47270025819713,7,JJ,1,0,curabl,0,0,0,0,0,0,1,0,0,1,1
intolerable,1,1.7180790364462978e-07,22.47270025819713,11,JJ,1,0,intoler,1,0,0,0,0,1,0,0,0,0,-1
lick,1,1.7180790364462978e-07,22.47270025819713,4,VB,1,0,lick,0,0,1,0,0,1,0,0,0,0,-1
speculation,1,1.7180790364462978e-07,22.47270025819713,11,NN,1,0,specul,0,0,0,1,0,1,0,1,0,0,-1
autopsy,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,autopsi,0,0,1,1,0,1,0,1,0,0,-1
roadster,1,1.7180790364462978e-07,22.47270025819713,8,NN,1,0,roadster,0,0,0,0,1,0,1,0,0,1,1
shack,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,shack,0,0,1,0,0,1,0,1,0,0,-1
venom,1,1.7180790364462978e-07,22.47270025819713,5,JJ,1,0,venom,1,0,1,1,0,1,0,0,0,0,-1
snake,1,1.7180790364462978e-07,22.47270025819713,5,VBP,1,0,snake,0,0,1,1,0,1,0,0,0,0,-1
bacterium,1,1.7180790364462978e-07,22.47270025819713,9,NN,1,0,bacterium,0,0,1,1,0,1,0,0,0,0,-1
confinement,1,1.7180790364462978e-07,22.47270025819713,11,NN,1,0,confin,1,0,0,1,0,1,0,1,0,0,-1
leprosy,1,1.7180790364462978e-07,22.47270025819713,7,JJ,1,0,leprosi,0,0,1,1,0,1,0,1,0,0,-1
anthrax,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,anthrax,0,0,1,1,0,1,0,1,0,0,-1
criminal,1,1.7180790364462978e-07,22.47270025819713,8,JJ,1,0,crimin,1,0,1,1,0,1,0,0,0,0,-1
falter,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,falter,0,0,0,1,0,1,0,0,0,0,-1
alertness,1,1.7180790364462978e-07,22.47270025819713,9,NN,1,0,alert,0,1,0,1,0,0,1,0,1,0,1
frustration,1,1.7180790364462978e-07,22.47270025819713,11,NN,1,0,frustrat,1,0,0,0,0,1,0,0,0,0,-1
sunset,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,sunset,0,1,0,0,0,0,1,0,0,0,1
inspired,1,1.7180790364462978e-07,22.47270025819713,8,JJ,1,0,inspir,0,0,0,0,1,0,1,0,1,1,1
hindering,1,1.7180790364462978e-07,22.47270025819713,9,VBG,1,0,hinder,0,0,0,0,0,1,0,1,0,0,-1
disaster,1,1.7180790364462978e-07,22.47270025819713,8,NN,1,0,disast,1,0,1,1,0,1,0,1,1,0,-1
cyanide,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,cyanid,0,0,0,1,0,1,0,0,0,0,-1
rifle,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,rifl,1,0,0,1,0,1,0,0,0,0,-1
sir,1,1.7180790364462978e-07,22.47270025819713,3,NN,1,0,sir,0,0,0,0,0,0,1,0,0,1,1
tributary,1,1.7180790364462978e-07,22.47270025819713,9,JJ,1,0,tributari,0,1,0,0,0,0,1,0,0,0,1
arouse,1,1.7180790364462978e-07,22.47270025819713,6,VB,1,0,arous,0,1,0,0,0,0,1,0,0,0,1
scrutinize,1,1.7180790364462978e-07,22.47270025819713,10,VB,1,0,scrutin,0,1,0,0,0,1,0,0,0,0,-1
abduction,1,1.7180790364462978e-07,22.47270025819713,9,NN,1,0,abduct,0,0,0,1,0,1,0,1,1,0,-1
reputable,1,1.7180790364462978e-07,22.47270025819713,9,JJ,1,0,reput,0,0,0,0,0,0,1,0,0,1,1
leisure,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,leisur,0,1,0,0,1,0,1,0,1,1,1
conceal,1,1.7180790364462978e-07,22.47270025819713,7,VB,1,0,conceal,0,0,0,0,0,1,0,1,0,0,-1
innocent,1,1.7180790364462978e-07,22.47270025819713,8,JJ,1,0,innoc,0,0,0,0,0,0,1,0,0,1,1
cheer,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,cheer,0,1,0,0,1,0,1,0,1,1,1
concord,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,concord,0,0,0,0,0,0,1,0,0,1,1
ministry,1,1.7180790364462978e-07,22.47270025819713,8,NN,1,0,ministri,0,0,0,0,1,0,1,0,0,1,1
disability,1,1.7180790364462978e-07,22.47270025819713,10,NN,1,0,disabl,0,0,0,0,0,1,0,1,0,0,-1
aspiration,1,1.7180790364462978e-07,22.47270025819713,10,NN,1,0,aspir,0,1,0,0,1,0,1,0,1,1,1
herpesvirus,1,1.7180790364462978e-07,22.47270025819713,11,NN,1,0,herpesviru,0,0,1,0,0,1,0,0,0,0,-1
paraphrase,1,1.7180790364462978e-07,22.47270025819713,10,VB,1,0,paraphras,0,0,0,0,0,1,1,0,0,0,0
derogatory,1,1.7180790364462978e-07,22.47270025819713,10,JJ,1,0,derogatori,1,0,1,1,0,1,0,1,0,0,-1
approve,1,1.7180790364462978e-07,22.47270025819713,7,VB,1,0,approv,0,0,0,0,1,0,1,0,0,1,1
bankruptcy,1,1.7180790364462978e-07,22.47270025819713,10,NN,1,0,bankruptci,1,0,1,1,0,1,0,1,0,0,-1
scream,1,1.7180790364462978e-07,22.47270025819713,6,NN,1,0,scream,1,0,1,1,0,1,0,0,1,0,-1
repress,1,1.7180790364462978e-07,22.47270025819713,7,VB,1,0,repress,0,0,0,0,0,1,0,1,0,0,-1
dislocated,1,1.7180790364462978e-07,22.47270025819713,10,VBN,1,0,disloc,1,0,1,1,0,1,0,1,0,0,-1
unmanageable,1,1.7180790364462978e-07,22.47270025819713,12,JJ,1,0,unmanag,0,0,1,0,0,1,0,0,0,0,-1
meltdown,1,1.7180790364462978e-07,22.47270025819713,8,NN,1,0,meltdown,0,0,0,0,0,1,0,1,0,0,-1
bee,1,1.7180790364462978e-07,22.47270025819713,3,NN,1,0,bee,1,0,0,1,0,0,0,0,0,0,0
stifled,1,1.7180790364462978e-07,22.47270025819713,7,VBD,1,0,stifl,1,0,0,1,0,1,0,1,0,0,-1
insurmountable,1,1.7180790364462978e-07,22.47270025819713,14,JJ,1,0,insurmount,0,0,0,1,0,1,0,1,0,0,-1
shelter,1,1.7180790364462978e-07,22.47270025819713,7,VB,1,0,shelter,0,0,0,0,0,0,1,0,0,1,1
healing,1,1.7180790364462978e-07,22.47270025819713,7,VBG,1,0,heal,0,1,0,0,1,0,1,0,0,1,1
poisonous,1,1.7180790364462978e-07,22.47270025819713,9,JJ,1,0,poison,1,0,1,1,0,1,0,1,0,0,-1
visor,1,1.7180790364462978e-07,22.47270025819713,5,NN,1,0,visor,0,1,0,0,0,0,0,0,1,0,0
kindred,1,1.7180790364462978e-07,22.47270025819713,7,VBN,1,0,kindr,0,1,0,0,1,0,1,0,0,1,1
vertigo,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,vertigo,0,0,0,1,0,1,0,0,0,0,-1
blister,1,1.7180790364462978e-07,22.47270025819713,7,NN,1,0,blister,0,0,1,0,0,1,0,0,0,0,-1
blockade,1,1.7180790364462978e-07,22.47270025819713,8,NN,1,0,blockad,1,0,0,1,0,1,0,1,0,0,-1
impatient,1,1.7180790364462978e-07,22.47270025819713,9,JJ,1,0,impati,0,1,0,0,0,1,0,0,0,0,-1
vicious,1,1.7180790364462978e-07,22.47270025819713,7,JJ,1,0,viciou,1,0,1,0,0,1,0,0,0,0,-1
diversion,1,1.7180790364462978e-07,22.47270025819713,9,NN,1,0,divers,0,0,0,0,0,0,1,0,1,0,1
decayed,1,1.7180790364462978e-07,22.47270025819713,7,JJ,1,0,decay,0,0,1,0,0,1,0,1,0,0,-1
uplift,1,1.7180790364462978e-07,22.47270025819713,6,JJ,1,0,uplift,0,1,0,0,1,0,1,0,0,1,1
noxious,1,1.7180790364462978e-07,22.47270025819713,7,JJ,1,0,noxiou,0,0,1,1,0,1,0,0,0,0,-1
